item_id,shop_id,drink_name,drink_category,flavor,available_hot,available_iced,size,min_price,max_price,milk_options,matcha_type_claim,menu_source,menu_url,date_collected,price_is_starting,extraction_evidence,review_status,analytics_price,has_price,has_flavor,is_flavored,has_matcha_type_claim,milk_option_count,size_option_count
ITM036,SEA007,Strawberry Matcha,Matcha Latte,Strawberry,False,True,,7.89,16.89,Whole; Oat; Soy; Almond,Kanayamidori; Yabukita; Samidori,Google Maps Menu,"https://www.google.com/search?q=taz+matcha&rlz=1C5CHFA_enUS1120US1121&oq=taz+&gs_lcrp=EgZjaHJvbWUqCAgBEEUYJxg7MgYIABBFGDkyCAgBEEUYJxg7MgcIAhAuGIAEMgcIAxAAGIAEMgcIBBAuGIAEMgYIBRBFGDwyBggGEEUYPDIGCAcQRRg80gEIMzg2NWowajeoAgiwAgHxBcaklEc3dmMv&sourceid=chrome&source=chrome.ob&ie=UTF-8#lpg=cid:CgIYIQ%3D%3D,ik:CAoSFkNJSE0wb2dLRVB1OHJfZVYtYXJGUHc%3D",2026-08-30,True,Human-verified against official menu,Reviewed,12.39,True,True,True,True,4,0
SEA008-AI-001,SEA008,Classic Matcha Latte,Matcha Latte,Original,False,True,16 oz,8.0,8.0,Oat; Almond; Corn,Ceremonial; Kanayamidori; Yabukita,Official Website,https://www.minasmatcha.com/s/Minas_Matcha_Menu.pdf,2026-08-29,False,"Classic Matcha Latte - $8.00
matcha, organic agave, milk",Reviewed,8.0,True,True,False,True,3,1
SEA008-AI-002,SEA008,Double Matcha Latte,Matcha Latte,Original,False,True,16 oz,9.0,9.0,Oat; Almond; Corn,Ceremonial; Kanayamidori; Yabukita,Official Website,https://www.minasmatcha.com/s/Minas_Matcha_Menu.pdf,2026-08-29,False,"Double Matcha Latte - $9.00
matcha, organic agave, milk, matcha cream top",Reviewed,9.0,True,True,False,True,3,1
SEA008-AI-003,SEA008,Vanilla Matcha Latte,Matcha Latte,Vanilla,False,True,16 oz,8.5,8.5,Oat; Almond; Corn,Ceremonial; Kanayamidori; Yabukita,Official Website,https://www.minasmatcha.com/s/Minas_Matcha_Menu.pdf,2026-08-29,False,"Vanilla Matcha Latte - $8.50
matcha, vanilla syrup, milk",Reviewed,8.5,True,True,True,True,3,1
SEA008-AI-004,SEA008,Lavender Matcha Latte,Matcha Latte,Lavender,False,True,16 oz,8.5,8.5,Oat; Almond; Corn,Ceremonial; Kanayamidori; Yabukita,Official Website,https://www.minasmatcha.com/s/Minas_Matcha_Menu.pdf,2026-08-29,False,"Lavender Matcha Latte - $8.50
matcha, lavender syrup, milk",Reviewed,8.5,True,True,True,True,3,1
SEA008-AI-005,SEA008,Earl Grey Matcha Latte,Matcha Latte,Earl Grey,False,True,16 oz,8.95,8.95,Oat; Almond; Corn,Ceremonial; Kanayamidori; Yabukita,Official Website,https://www.minasmatcha.com/s/Minas_Matcha_Menu.pdf,2026-08-29,False,"Earl Grey Matcha Latte - $8.95
matcha, house made earl grey syrup, milk",Reviewed,8.95,True,True,True,True,3,1
SEA008-AI-006,SEA008,Strawberry Matcha Latte,Matcha Latte,Strawberry,False,True,16 oz,8.95,8.95,Oat; Almond; Corn,Ceremonial; Kanayamidori; Yabukita,Official Website,https://www.minasmatcha.com/s/Minas_Matcha_Menu.pdf,2026-08-29,False,"Strawberry Matcha Latte - $8.95
matcha, house made strawberry puree, milk, strawberry cream top",Reviewed,8.95,True,True,True,True,3,1
SEA008-AI-007,SEA008,Ube Matcha Latte,Matcha Latte,Ube,False,True,16 oz,8.95,8.95,Oat; Almond; Corn,Ceremonial; Kanayamidori; Yabukita,Official Website,https://www.minasmatcha.com/s/Minas_Matcha_Menu.pdf,2026-08-29,False,"Ube Matcha Latte - $8.95
matcha, organic agave, milk, ube cream top",Reviewed,8.95,True,True,True,True,3,1
SEA008-AI-008,SEA008,Brown Sugar Matcha Latte,Matcha Latte,Brown Sugar,False,True,16 oz,8.95,8.95,Oat; Almond; Corn,Ceremonial; Kanayamidori; Yabukita,Official Website,https://www.minasmatcha.com/s/Minas_Matcha_Menu.pdf,2026-08-29,False,"Brown Sugar Matcha Latte - $8.95
matcha, house made brown sugar syrup, milk",Reviewed,8.95,True,True,True,True,3,1
SEA008-AI-009,SEA008,Banana Pudding Matcha Latte,Matcha Latte,Banana Pudding,False,True,16 oz,11.5,11.5,Oat; Almond; Corn,Ceremonial; Kanayamidori; Yabukita,Official Website,https://www.minasmatcha.com/s/Minas_Matcha_Menu.pdf,2026-08-29,False,"Banana Pudding Matcha Latte - $11.50
matcha, milk, vanilla syrup, banana pudding",Reviewed,11.5,True,True,True,True,3,1
SEA008-AI-010,SEA008,Apple Lime Matcha Refresher,Matcha Soda,Apple Lime,False,True,16 oz,9.0,9.0,,Ceremonial; Kanayamidori; Yabukita,Official Website,https://www.minasmatcha.com/s/Minas_Matcha_Menu.pdf,2026-08-29,False,"Apple Lime Matcha Refresher - $9.00
matcha, sparkling apple juice, lime",Reviewed,9.0,True,True,True,True,0,1
SEA009-AI-001,SEA009,Matcha Latte,Matcha Latte,Original,False,True,12 oz,7.5,7.5,Oat,"Ceremonial; Saemidori; Okumidori; Nishio, Aichi",Official PDF,https://drive.google.com/file/d/1dTl33UzNkJu1AkJvIg0savaLMOimN9wB/view?usp=sharing,2026-08-29,False,Matcha Latte - $7.50,Reviewed,7.5,True,True,False,True,1,1
SEA009-AI-002,SEA009,Jasmine Matcha Latte,Matcha Latte,Jasmine,False,True,12 oz,8.0,8.0,Oat; 2%,"Ceremonial; Saemidori; Okumidori; Nishio, Aichi",Official PDF,https://drive.google.com/file/d/1dTl33UzNkJu1AkJvIg0savaLMOimN9wB/view?usp=sharing,2026-08-29,False,Jasmine Matcha Latte - $8.00,Reviewed,8.0,True,True,True,True,2,1
SEA009-AI-003,SEA009,Strawberry Matcha,Matcha Latte,Strawberry,False,True,12 oz,8.5,8.5,Oat,"Ceremonial; Saemidori; Okumidori; Nishio, Aichi",Official PDF,https://drive.google.com/file/d/1dTl33UzNkJu1AkJvIg0savaLMOimN9wB/view?usp=sharing,2026-08-29,False,Strawberry Matcha - $8.50,Reviewed,8.5,True,True,True,True,1,1
SEA009-AI-004,SEA009,Matcha Cheese Top,Matcha Latte,Original,False,True,12 oz,8.5,8.5,Oat,"Ceremonial; Saemidori; Okumidori; Nishio, Aichi",Official PDF,https://drive.google.com/file/d/1dTl33UzNkJu1AkJvIg0savaLMOimN9wB/view?usp=sharing,2026-08-29,False,"Our rich matcha latte paired with a sweet, cream cheese base cream top.",Reviewed,8.5,True,True,False,True,1,1
SEA009-AI-005,SEA009,Banana Bread Matcha,Matcha Latte,Banana Bread,False,True,12 oz,8.5,8.5,Oat,"Ceremonial; Saemidori; Okumidori; Nishio, Aichi",Official PDF,https://drive.google.com/file/d/1dTl33UzNkJu1AkJvIg0savaLMOimN9wB/view?usp=sharing,2026-08-29,False,Banana Bread Matcha - $8.50,Reviewed,8.5,True,True,True,True,1,1
SEA009-AI-006,SEA009,Strawberry Jasmine Matcha,Matcha Latte,Strawberry; Jasmine,False,True,12 oz,8.5,8.5,Oat,"Ceremonial; Saemidori; Okumidori; Nishio, Aichi",Official PDF,https://drive.google.com/file/d/1dTl33UzNkJu1AkJvIg0savaLMOimN9wB/view?usp=sharing,2026-08-29,False,Strawberry Jasmine Matcha - $8.50,Reviewed,8.5,True,True,True,True,1,1
SEA010-AI-001,SEA010,Matcha Latte,Matcha Latte,Original,True,True,Small; Medium,6.5,7.0,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,True,"Matcha with milk, hot/cold. - $6.50+",Reviewed,6.75,True,True,False,False,0,2
SEA010-AI-002,SEA010,Matcha Red Bean Latte w/ Mochi,Matcha Latte,Red Bean,True,True,Small; Medium,8.5,8.99,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,True,"Whipped cream, mochi and red bean paste, hot/cold. - $8.50+",Reviewed,8.745000000000001,True,True,True,False,0,2
SEA010-AI-003,SEA010,Matcha Cream Latte,Matcha Latte,Original,True,True,Small; Medium,7.0,7.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,True,"Whipped cream, hot/cold. - $7.00+",Reviewed,7.25,True,True,False,False,0,2
SEA010-AI-004,SEA010,Matcha Float w/ Mochi,Matcha Latte,Original,False,True,Small; Medium,8.5,9.25,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,True,Only served cold. - $8.50+,Reviewed,8.875,True,True,False,False,0,2
SEA010-AI-005,SEA010,Matcha Brown Sugar Latte,Matcha Latte,Brown Sugar,True,True,Small; Medium,7.25,7.75,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,True,"brown sugar syrup, hot/cold. - $7.25+",Reviewed,7.5,True,True,True,False,0,2
SEA010-AI-006,SEA010,Matcha Chocolate Latte,Matcha Latte,Chocolate,True,True,Small; Medium,7.25,7.75,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,True,"chocolate sauce, hot/cold. - $7.25+",Reviewed,7.5,True,True,True,False,0,2
SEA010-AI-007,SEA010,Matcha Soft Serve Latte,Matcha Latte,Vanilla,False,True,Small; Medium,7.25,7.75,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,True,"Vanilla soft serve, only served cold. - $7.25+",Reviewed,7.5,True,True,True,False,0,2
SEA010-AI-008,SEA010,Matcha Latte Vanilla SS w/ Chocolate Crunch,Matcha Latte,Vanilla; Chocolate,False,True,Small; Medium,7.75,8.25,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,True,"Vanilla soft serve, chocolate crunch, only served cold. - $7.75+",Reviewed,8.0,True,True,True,False,0,2
SEA010-AI-009,SEA010,Matcha Frappe w/ Mochi,Matcha Smoothie,Original,False,True,Small,8.75,8.75,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Matcha powder blended with ice and sweet milk - $8.75,Reviewed,8.75,True,True,False,False,0,1
SEA010-AI-010,SEA010,Black Sesame Frappe w/Mochi,Matcha Smoothie,Black Sesame,False,True,Small,9.25,9.25,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Matcha powder blended with ice and sweet milk topped with creamy black sesame ice cream - $9.25,Reviewed,9.25,True,True,True,False,0,1
SEA010-AI-011,SEA010,Matcha Brown Sugar Frappe,Matcha Smoothie,Brown Sugar,False,True,Small,6.99,6.99,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,brown sugar syrup. - $6.99,Reviewed,6.99,True,True,True,False,0,1
SEA010-AI-012,SEA010,Matcha Soft Serve Frappe,Matcha Smoothie,Vanilla,False,True,Small,7.5,7.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,topped with vanilla soft serve. - $7.50,Reviewed,7.5,True,True,True,False,0,1
SEA010-AI-013,SEA010,Matcha Chocolate Crunch Frappe,Matcha Smoothie,Chocolate,False,True,Small,7.5,7.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,"chocolate sauce, and chocolate crunch. - $7.50",Reviewed,7.5,True,True,True,False,0,1
SEA010-AI-014,SEA010,Matcha Warabimochi Frappe,Matcha Smoothie,Original,False,True,Small,7.5,7.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,"warabimochi, brown sugar syrup. - $7.50",Reviewed,7.5,True,True,False,False,0,1
SEA010-AI-015,SEA010,Matcha Jelly Milkshake,Matcha Smoothie,Original,False,True,Small,9.75,9.75,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,chocolate sauce and a Biscoff cookie. - $9.75,Reviewed,9.75,True,True,False,False,0,1
SEA010-AI-016,SEA010,Matcha Soda,Matcha Soda,Original,False,True,Medium,5.99,5.99,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Cold and medium size only. - $5.99,Reviewed,5.99,True,True,False,False,0,1
SEA010-AI-017,SEA010,Matcha Soft Serve Soda,Matcha Soda,Vanilla,False,True,Medium,6.99,6.99,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,topped with vanilla soft serve. Cold and medium size only. - $6.99,Reviewed,6.99,True,True,True,False,0,1
SEA010-AI-018,SEA010,Matcha Americano,Matcha,Original,True,True,Small; Medium,4.99,5.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,True,"Matcha espresso, water. - $4.99+",Reviewed,5.245,True,True,False,False,0,2
SEA010-AI-019,SEA010,Matcha Top Grade Espresso Shot,Matcha,Original,True,False,,5.0,5.0,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,2 ounces of top grade ceremonial matcha powder whisked into hot water. - $5.00,Reviewed,5.0,True,True,False,False,0,0
SEA010-AI-020,SEA010,Matcha Mochi Parfait,Matcha Dessert,Original,False,False,,12.5,12.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,"matcha ice cream, vanilla soft serve ice cream, corn flakes, red bean paste, mochi - $12.50",Reviewed,12.5,True,True,False,False,0,0
SEA010-AI-021,SEA010,Matcha Warabimochi Parfait,Matcha Dessert,Original,False,False,,12.5,12.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,"matcha ice cream, vanilla soft serve, corn flakes, red bean paste, warabimochi - $12.50",Reviewed,12.5,True,True,False,False,0,0
SEA010-AI-022,SEA010,25th Year Matcha Anniversary Parfait,Matcha Dessert,Original,False,False,,15.5,15.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,"Matcha jelly, chocolate sauce, matcha ice cream, matcha whipped cream - $15.50",Reviewed,15.5,True,True,False,False,0,0
SEA010-AI-023,SEA010,Matcha Ice Cream - Pint,Matcha Dessert,Original,False,False,,12.75,12.75,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,1 pint of matcha ice cream. - $12.75,Reviewed,12.75,True,True,False,False,0,0
SEA010-AI-024,SEA010,Matcha Roll Cake,Matcha Dessert,Original,False,False,,7.5,7.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Matcha sponge cake filled with whipped cream and concentrated matcha cream. - $7.50,Reviewed,7.5,True,True,False,False,0,0
SEA010-AI-025,SEA010,Matcha Red Bean Roll Cake,Matcha Dessert,Red Bean,False,False,,7.5,7.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Matcha sponge cake filled with red bean whipped cream. - $7.50,Reviewed,7.5,True,True,True,False,0,0
SEA010-AI-026,SEA010,Matcha Chocolate Cake,Matcha Dessert,Chocolate,False,False,,7.5,7.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Rich matcha white chocolate cake. - $7.50,Reviewed,7.5,True,True,True,False,0,0
SEA010-AI-027,SEA010,Matcha Burnt Basque Cheesecake,Matcha Dessert,Original,False,False,,8.25,8.25,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Light and creamy matcha cheesecake with a toasted outer layer. - $8.25,Reviewed,8.25,True,True,False,False,0,0
SEA010-AI-028,SEA010,Matcha Cream Puff,Matcha Dessert,Original,False,False,,7.25,7.25,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Cream puff with matcha custard cream. - $7.25,Reviewed,7.25,True,True,False,False,0,0
SEA010-AI-029,SEA010,Matcha Tiramisu,Matcha Dessert,Original,False,False,,8.5,8.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,"Layers of matcha sponge cake and mascarpone cream, topped with matcha white chocolate shavings. - $8.50",Reviewed,8.5,True,True,False,False,0,0
SEA010-AI-030,SEA010,Matcha Cream Cheese Pound Cake,Matcha Dessert,Original,False,False,,5.0,5.0,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Marbled matcha and cream cheese pound cake slice. - $5.00,Reviewed,5.0,True,True,False,False,0,0
SEA010-AI-031,SEA010,Matcha Muffin w/ Red Bean,Matcha Dessert,Red Bean,False,False,,5.0,5.0,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,"Matcha muffin, red bean center, cookie crumble top. - $5.00",Reviewed,5.0,True,True,True,False,0,0
ITM037,SEA011,Matcha Latte,Matcha Latte,Original,True,True,12 oz; 16 oz,6.5,7.0,Whole; 2%; Oat; Soy; Heavy cream; Half&half,,Official Order App,https://pos.chowbus.com/online-ordering/store/Chaco/22316?referrer=google_food_ordering,2026-08-31,True,Human-verified against official menu,Reviewed,6.75,True,True,False,False,6,2
ITM038,SEA011,Jasmine Matcha Latte,Matcha Latte,Jasmine,False,True,,8.0,8.0,Whole; 2%; Oat; Soy; Heavy cream; Half&half,,Official Order App,https://pos.chowbus.com/online-ordering/store/Chaco/22316?referrer=google_food_ordering,2026-08-31,False,Human-verified against official menu,Reviewed,8.0,True,True,True,False,6,0
ITM039,SEA011,Strawberry Matcha Latte,Matcha Latte,Strawberry,False,True,,8.0,8.0,Whole; 2%; Oat; Soy; Heavy cream; Half&half,,Official Order App,https://pos.chowbus.com/online-ordering/store/Chaco/22316?referrer=google_food_ordering,2026-08-31,False,Human-verified against official menu,Reviewed,8.0,True,True,True,False,6,0
SEA012-AI-001,SEA012,Matcha,Matcha,Original,False,True,,5.88,6.29,Oat; Almond; Coconut,,Official Website,https://yoka-tea.vercel.app/menu,2026-08-29,False,Matcha 5.88 / 6.29,Reviewed,6.085,True,True,False,False,3,0
SEA012-AI-002,SEA012,Matcha Matcha,Matcha Smoothie,Original,False,True,,6.39,6.79,Oat; Almond; Coconut,,Official Website,https://yoka-tea.vercel.app/menu,2026-08-29,False,Matcha Matcha 6.39 / 6.79,Reviewed,6.59,True,True,False,False,3,0
SEA012-AI-003,SEA012,Strawberry Matcha,Matcha Latte,Strawberry,False,True,,6.49,6.88,Oat; Almond; Coconut,,Official Website,https://yoka-tea.vercel.app/menu,2026-08-29,False,Strawby Matcha 6.49 / 6.88,Reviewed,6.6850000000000005,True,True,True,False,3,0
SEA012-AI-004,SEA012,Matcha Einspanner,Matcha Latte,Original,False,True,,6.29,6.79,Oat; Almond; Coconut,,Official Website,https://yoka-tea.vercel.app/menu,2026-08-29,False,Matcha Einspanner 6.29 / 6.79,Reviewed,6.54,True,True,False,False,3,0
SEA013-AI-001,SEA013,Matcha Latte,Matcha Latte,Original,True,True,,7.25,7.25,Whole; Oat; Soy; Coconut,Chosen; Ganbaru,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Cold Matcha Latte — Fresh dairy & a double matcha shot — $7.25,Reviewed,7.25,True,True,False,True,4,0
SEA013-AI-002,SEA013,Dirty Matcha Latte,Matcha Latte,Espresso,True,True,,8.25,8.25,Whole; Oat; Soy; Coconut,Chosen; Ganbaru,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Cold Dirty Matcha Latte — Fresh dairy, double espresso shot, & a double matcha shot — $8.25",Reviewed,8.25,True,True,True,True,4,0
SEA013-AI-003,SEA013,Guava Matcha Latte,Matcha Latte,Guava,True,True,,7.75,7.75,Whole; Oat; Soy; Coconut,Chosen; Ganbaru,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Cold Guava Matcha Latte — Fresh dairy, all-natural house-made guava puree, & a double shot of matcha — $7.75",Reviewed,7.75,True,True,True,True,4,0
SEA013-AI-004,SEA013,Madagascar Vanilla Matcha Latte,Matcha Latte,Madagascar Vanilla,True,True,,7.5,7.5,Whole; Oat; Soy; Coconut,Chosen; Ganbaru,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Cold Madagascar Vanilla Matcha Latte — Fresh dairy, Madagascar vanilla, & a double matcha shot — $7.50",Reviewed,7.5,True,True,True,True,4,0
SEA013-AI-005,SEA013,Mango Matcha Latte,Matcha Latte,Mango,True,True,,7.5,7.5,Whole; Oat; Soy; Coconut,Chosen; Ganbaru,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Cold Mango Matcha Latte — Fresh dairy, real mango puree, & a double shot of matcha — $7.50",Reviewed,7.5,True,True,True,True,4,0
SEA013-AI-006,SEA013,Strawberry Matcha Latte,Matcha Latte,Strawberry,True,True,,7.5,7.5,Whole; Oat; Soy; Coconut,Chosen; Ganbaru,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Cold Strawberry Matcha Latte — Fresh dairy, real strawberries, & a double matcha shot — $7.50",Reviewed,7.5,True,True,True,True,4,0
SEA013-AI-007,SEA013,Ganbaru Ceremonial Matcha Cold Brew,Matcha,Coffee,True,True,,7.0,7.0,,Ganbaru,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Cold Ganbaru Ceremonial Matcha Cold Brew — first harvest shade-grown matcha — $7.00,Reviewed,7.0,True,True,True,True,0,0
SEA013-AI-008,SEA013,Chosen Ceremonial Matcha Cold Brew,Matcha,Coffee,True,True,,7.25,7.25,,Chosen,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Cold Chosen Ceremonial Matcha Cold Brew — first harvest shade-grown matcha — $7.25,Reviewed,7.25,True,True,True,True,0,0
SEA013-AI-009,SEA013,Dirty Matcha Latte Cold Brew,Matcha,Espresso,True,True,,7.75,7.75,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Cold Dirty Matcha Cold Brew — matcha with milk and double espresso — $7.75,Reviewed,7.75,True,True,True,True,0,0
SEA013-AI-010,SEA013,Guava Matcha Cold Brew,Matcha,Guava,True,True,,7.5,7.5,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Cold Guava Matcha Cold Brew — premium matcha and house-made guava puree — $7.50,Reviewed,7.5,True,True,True,True,0,0
SEA013-AI-011,SEA013,Mango Matcha Cold Brew,Matcha,Mango,True,True,,7.25,7.25,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Cold Mango Matcha Cold Brew — signature premium matcha and real mangoes — $7.25,Reviewed,7.25,True,True,True,True,0,0
SEA013-AI-012,SEA013,Madagascar Vanilla Matcha Cold Brew,Matcha,Madagascar Vanilla,True,True,,7.25,7.25,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Cold Madagascar Vanilla Matcha Cold Brew — premium matcha, Madagascar vanilla, and fresh dairy — $7.25",Reviewed,7.25,True,True,True,True,0,0
SEA013-AI-013,SEA013,Strawberry Matcha Cold Brew,Matcha,Strawberry,True,True,,7.25,7.25,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Cold Strawberry Matcha Cold Brew — premium matcha and real strawberries — $7.25,Reviewed,7.25,True,True,True,True,0,0
SEA013-AI-014,SEA013,Yuzu Dragon Fruit Matcha Cold Brew,Matcha,Yuzu; Dragon Fruit,True,True,,7.5,7.5,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Cold Yuzu Dragon Fruit Matcha Cold Brew — premium matcha, yuzu juice, and real dragon fruit — $7.50",Reviewed,7.5,True,True,True,True,0,0
SEA013-AI-015,SEA013,Dirty Matcha Blended,Matcha Smoothie,Espresso,False,True,,9.0,9.0,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Dirty Matcha Blended — premium matcha blended with vanilla cream and double espresso — $9.00,Reviewed,9.0,True,True,True,True,0,0
SEA013-AI-016,SEA013,Matcha Blended,Matcha Smoothie,Original,False,True,,8.0,8.0,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Matcha Blended — premium grade matcha blended with vanilla cream — $8.00,Reviewed,8.0,True,True,False,True,0,0
SEA013-AI-017,SEA013,Strawberry Matcha Blended,Matcha Smoothie,Strawberry,False,True,,8.25,8.25,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Strawberry Matcha Blended — premium grade matcha, strawberry puree, vanilla cream — $8.25",Reviewed,8.25,True,True,True,True,0,0
SEA013-AI-018,SEA013,Matcha Soft Serve,Matcha Dessert,Original,False,False,,6.5,6.5,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Matcha Soft Serve — made with fresh milk — $6.50,Reviewed,6.5,True,True,False,True,0,0
SEA013-AI-019,SEA013,Matcha Vanilla Swirl,Matcha Dessert,Vanilla,False,False,,6.5,6.5,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Matcha Vanilla Swirl — made with fresh milk — $6.50,Reviewed,6.5,True,True,True,True,0,0
SEA013-AI-020,SEA013,Espresso Affogato,Matcha Dessert,Espresso,False,False,,6.75,6.75,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Espresso Affogato — vanilla soft serve, signature premium matcha, espresso shot — $6.75",Reviewed,6.75,True,True,True,True,0,0
SEA013-AI-021,SEA013,Matcha Affogato,Matcha Dessert,Original,False,False,,6.75,6.75,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Matcha Affogato — vanilla soft serve, signature premium matcha, matcha shot — $6.75",Reviewed,6.75,True,True,False,True,0,0
SEA013-AI-022,SEA013,Chocolate Hazelnut Matcha Latte,Matcha Latte,Chocolate; Hazelnut,True,True,,8.95,8.95,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Chocolate Hazelnut Matcha Latte — fresh dairy, chocolate hazelnut puree, double shot of matcha — $8.95",Reviewed,8.95,True,True,True,True,0,0
SEA013-AI-023,SEA013,Chocolate Hazelnut Matcha Blended,Matcha Smoothie,Chocolate; Hazelnut,False,True,,8.95,8.95,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Chocolate Hazelnut Matcha Blended — premium grade matcha, chocolate hazelnut puree, vanilla cream — $8.95",Reviewed,8.95,True,True,True,True,0,0
ITM040,SEA014,Lune's Special Latte,Matcha Latte,Original,True,True,12 oz; 16 oz,5.75,6.75,Whole; Almond,,Official Order App,https://mylunecafe.com/order/lune-cafe-107-1st-avenue-south,2026-08-31,True,Human-verified against official menu,Reviewed,6.25,True,True,False,False,2,2
ITM041,SEA014,Pistachio Heaven Latte,Matcha Latte,Pistachio,True,True,12 oz; 16 oz,6.0,7.0,Whole; Almond,,Official Order App,https://mylunecafe.com/order/lune-cafe-107-1st-avenue-south,2026-08-31,True,Human-verified against official menu,Reviewed,6.5,True,True,True,False,2,2
ITM042,SEA014,Purple Glow Latte,Matcha Latte,Lavender,True,True,12 oz; 16 oz,5.75,6.75,Whole; Almond,,Official Order App,https://mylunecafe.com/order/lune-cafe-107-1st-avenue-south,2026-08-31,True,Human-verified against official menu,Reviewed,6.25,True,True,True,False,2,2
ITM043,SEA014,Samoa Latte,Matcha Latte,Caramel; Coconut,True,True,12 oz; 16 oz,5.75,6.75,Whole; Almond,,Official Order App,https://mylunecafe.com/order/lune-cafe-107-1st-avenue-south,2026-08-31,True,Human-verified against official menu,Reviewed,6.25,True,True,True,False,2,2
ITM044,SEA014,Cookie Butter Latte,Matcha Latte,Cookie Butter,True,True,12 oz; 16 oz,5.75,6.75,Whole; Almond,,Official Order App,https://mylunecafe.com/order/lune-cafe-107-1st-avenue-south,2026-08-31,True,Human-verified against official menu,Reviewed,6.25,True,True,True,False,2,2
